condition,parsedOrder,distances,context_distances,first_letters,first_stim,second_letters,second_stim,memory_task_accuracy,avg_trial_rt,trial_rt_variance,trial_response_variance
"""conditionB""","[4, 3, 0, 2, 5, 1]","[2, 4, 8, 7, 5, 10]","[1, 3, 2, 3, 4]","{'C': 100, 'P': 28, 'W': 76, 'B': 66, 'T': 100, 'D': 85}","{'C': '<div><span id=""time0"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>chair<br>computer<br>curtain<br>or any other object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'P': '<div><span id=""time1"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>painting<br>plant<br>printer<br>or any other object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time2"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>window<br>wardrobe<br>wine rack<br>or any other object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time3"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>book<br>bouquet<br>bed<br>or any other object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time4"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>table<br>towel<br>toilet<br>or any other object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time5"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>display case<br>dresser<br>desk<br>or any other object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'T or E': 86, 'B or S': 100, 'C or R': 100, 'W or F': 100, 'D or L': 100, 'P or A': 100}","{'T or E': '<div><span id=""time6"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time7"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'C or R': '<div><span id=""time8"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time9"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time10"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time11"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>'}",0.714285714,4004.362917,1961.605857,20.87712065
"""conditionA""","[3, 4, 0, 5, 1, 2]","[3, 3, 8, 4, 9, 9]","[1, 4, 5, 4, 1]","{'P': 64, 'B': 100, 'T': 83, 'C': 27, 'W': 12, 'D': 100}","{'P': '<div><span id=""time0"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time1"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time2"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time3"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time4"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time5"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'C or R': 61, 'W or F': 74, 'P or A': 93, 'D or L': 80, 'B or S': 100, 'T or E': 87}","{'C or R': '<div><span id=""time6"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time7"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time8"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time9"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time10"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time11"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>'}",1,7370.000417,4905.479864,27.37534881
"""conditionA""","[1, 3, 5, 0, 4, 2]","[5, 4, 3, 9, 6, 9]","[2, 2, 5, 4, 2]","{'P': 100, 'D': 60, 'B': 30, 'C': 90, 'W': 40, 'T': 70}","{'P': '<div><span id=""time0"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time1"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time2"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time3"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time4"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time5"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'D or L': 70, 'C or R': 90, 'T or E': 80, 'P or A': 69, 'W or F': 75, 'B or S': 76}","{'D or L': '<div><span id=""time6"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'C or R': '<div><span id=""time7"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time8"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time9"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time10"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time11"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>'}",0.714285714,6845.768333,5459.723617,19.26496532
"""conditionA""","[3, 1, 5, 0, 2, 4]","[3, 6, 3, 9, 8, 7]","[2, 4, 5, 2, 2]","{'D': 74, 'B': 59, 'P': 41, 'C': 93, 'W': 24, 'T': 74}","{'D': '<div><span id=""time0"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time1"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'P': '<div><span id=""time2"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time3"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time4"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time5"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'C or R': 91, 'B or S': 55, 'T or E': 80, 'D or L': 70, 'P or A': 47, 'W or F': 51}","{'C or R': '<div><span id=""time6"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time7"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time8"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time9"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time10"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time11"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>'}",1,5293.397917,2299.251714,19.89189533
"""conditionB""","[3, 0, 2, 5, 4, 1]","[3, 7, 6, 4, 6, 10]","[3, 2, 3, 1, 3]","{'T': 90, 'P': 60, 'D': 40, 'C': 80, 'W': 40, 'B': 50}","{'T': '<div><span id=""time0"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>table<br>towel<br>toilet<br>or any other object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'P': '<div><span id=""time1"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>painting<br>plant<br>printer<br>or any other object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time2"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>display case<br>dresser<br>desk<br>or any other object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time3"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>chair<br>computer<br>curtain<br>or any other object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time4"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>window<br>wardrobe<br>wine rack<br>or any other object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time5"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>book<br>bouquet<br>bed<br>or any other object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'C or R': 60, 'T or E': 65, 'D or L': 43, 'B or S': 54, 'W or F': 80, 'P or A': 30}","{'C or R': '<div><span id=""time6"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time7"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time8"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time9"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time10"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time11"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>'}",0.857142857,6518.164583,1873.416555,17.75919167
"""conditionB""","[2, 1, 0, 5, 4, 3]","[4, 6, 8, 4, 6, 8]","[1, 1, 5, 1, 1]","{'P': 98, 'T': 66, 'B': 24, 'D': 55, 'C': 90, 'W': 68}","{'P': '<div><span id=""time0"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>painting<br>plant<br>printer<br>or any other object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time1"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>table<br>towel<br>toilet<br>or any other object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time2"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>book<br>bouquet<br>bed<br>or any other object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time3"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>display case<br>dresser<br>desk<br>or any other object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time4"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>chair<br>computer<br>curtain<br>or any other object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time5"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br>window<br>wardrobe<br>wine rack<br>or any other object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'B or S': 60, 'T or E': 58, 'P or A': 72, 'W or F': 86, 'C or R': 100, 'D or L': 71}","{'B or S': '<div><span id=""time6"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time7"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time8"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time9"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'C or R': '<div><span id=""time10"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time11"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>'}",1,6943.95125,2929.315047,20.2991516
"""conditionA""","[0, 3, 2, 5, 1, 4]","[6, 4, 6, 4, 9, 7]","[3, 1, 3, 4, 3]","{'D': 81, 'P': 100, 'C': 81, 'T': 100, 'B': 55, 'W': 67}","{'D': '<div><span id=""time0"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'P': '<div><span id=""time1"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time2"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time3"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time4"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time5"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'D or L': 80, 'T or E': 81, 'C or R': 100, 'W or F': 71, 'P or A': 81, 'B or S': 86}","{'D or L': '<div><span id=""time6"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time7"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'C or R': '<div><span id=""time8"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time9"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time10"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time11"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>'}",0.857142857,4418.13875,1825.496357,13.13683329
"""conditionA""","[2, 0, 1, 4, 3, 5]","[4, 7, 7, 5, 7, 6]","[2, 1, 3, 1, 2]","{'P': 30, 'C': 60, 'W': 10, 'B': 40, 'D': 20, 'T': 60}","{'P': '<div><span id=""time0"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time1"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time2"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time3"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time4"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'T': '<div><span id=""time5"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'W or F': 40, 'P or A': 80, 'C or R': 60, 'D or L': 35, 'B or S': 50, 'T or E': 10}","{'W or F': '<div><span id=""time6"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time7"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>', 'C or R': '<div><span id=""time8"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time9"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time10"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time11"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>'}",0.857142857,10939.89958,9163.908841,20.82916625
"""conditionA""","[3, 5, 1, 2, 0, 4]","[3, 2, 7, 7, 10, 7]","[2, 4, 1, 2, 4]","{'T': 66, 'W': 36, 'D': 39, 'C': 100, 'P': 53, 'B': 73}","{'T': '<div><span id=""time0"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with T</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'W': '<div><span id=""time1"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with W</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'D': '<div><span id=""time2"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with D</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'C': '<div><span id=""time3"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with C</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'P': '<div><span id=""time4"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with P</p><br><p>Your answer is <span id=""answer-display""></span></p>', 'B': '<div><span id=""time5"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see:<br> any object starting with B</p><br><p>Your answer is <span id=""answer-display""></span></p>'}","{'C or R': 100, 'B or S': 91, 'W or F': 30, 'D or L': 18, 'T or E': 90, 'P or A': 36}","{'C or R': '<div><span id=""time6"">00:59</span></div><p>I see <b>a table</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with C or R<p>Your answer is <span id=""answer-display""></span></p>', 'B or S': '<div><span id=""time7"">00:59</span></div><p>I see <b>a rug</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with B or S<p>Your answer is <span id=""answer-display""></span></p>', 'W or F': '<div><span id=""time8"">00:59</span></div><p>I see <b>a lamp</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with W or F<p>Your answer is <span id=""answer-display""></span></p>', 'D or L': '<div><span id=""time9"">00:59</span></div><p>I see <b>a telephone</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with D or L<p>Your answer is <span id=""answer-display""></span></p>', 'T or E': '<div><span id=""time10"">00:59</span></div><p>I see <b>a sink</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with T or E<p>Your answer is <span id=""answer-display""></span></p>', 'P or A': '<div><span id=""time11"">00:59</span></div><p>I see <b>a chair</b> in this photo of a scene.</p><p>What is the probability that I also see: <br> any other object starting with P or A<p>Your answer is <span id=""answer-display""></span></p>'}",0.714285714,8568.459167,5196.286013,28.22528417
